id,value
TemporaryArchitecture.public&game.CPIT&DesignSLASHBuild,164
TemporaryArchitecture.public&game.Foamapalooza,216
TemporaryArchitecture.public&game.CPIT&DesignSLASHBuild,164
TemporaryArchitecture.public&game.LPC,168
TemporaryArchitecture.public&safetySLASHexlusion,
TemporaryArchitecture.public&safetySLASHexlusion.red&zone,134
TemporaryArchitecture.public&space&improvement,
TemporaryArchitecture.public&space&improvement.Arcades&Project,152
TemporaryArchitecture.public&space&improvement.busExchangeSeats,294
TemporaryArchitecture.public&space&improvement.CCC_TemporaryFurniture,268
TemporaryArchitecture.public&space&improvement.colombo&street&,44
TemporaryArchitecture.public&space&improvement.GapFiller_Kaiapoi,190
TemporaryArchitecture.public&space&improvement.temporary&bus&exchange,46
TemporaryArchitecture.public&space&improvement.temporary&oxford&street,42
TemporaryArchitecture.retail,
TemporaryArchitecture.retail.Dairy&Container_Colombo&Street,188
TemporaryArchitecture.retail.DairyGarden,298
TemporaryArchitecture.retail.OutoftheBox,218
TemporaryArchitecture.retail.PikoPopUpShop,296
TemporaryArchitecture.retail.Plume,124
TemporaryArchitecture.retail.Restart,10
TemporaryArchitecture.retail.TheVillageGrape,226
TemporaryArchitecture.sports,
TemporaryArchitecture.sports.BMX_Track,206
TemporaryArchitecture.sports.Christchurch&Stadium,270
TemporaryArchitecture.sports.GapGolf,180
TemporaryArchitecture.sports.Lyttelton&Downhill,364
TemporaryArchitecture.sports.Street&Football,208
TemporaryArchitecture.sports.Sumner&Skate&Park,202
TemporaryArchitecture.street&art,
TemporaryArchitecture.street&art.Band&aid&art&work,70
TemporaryArchitecture.street&art.best&demo,75
TemporaryArchitecture.street&art.Brighton&Up,120
TemporaryArchitecture.street&art.Capitalism&has&collapsed,66
TemporaryArchitecture.street&art.Frames,350
TemporaryArchitecture.street&art.Greenzone,288
TemporaryArchitecture.street&art.JellyinSumner,286
TemporaryArchitecture.street&art.Man&About&Town,80
TemporaryArchitecture.street&art.Mural&Madness,118
TemporaryArchitecture.street&art.nom&nom,74
TemporaryArchitecture.street&art.Now&panic&and&freak&out,72
TemporaryArchitecture.street&art.Pages&Mural,336
TemporaryArchitecture.street&art.Phoenix&Wall,284
TemporaryArchitecture.street&art.Te&Ariki&,266
TemporaryArchitecture.street&art.Unauthorised&Personal&,334
TemporaryArchitecture.street&art.Why&is&this&real&not&that?,68
TemporaryArchitecture.street&art.Wonky&Peterborough,82
TemporaryArchitecture.theatreSLASHperformance,
TemporaryArchitecture.theatreSLASHperformance.Breaking&Wonderful,356
TemporaryArchitecture.theatreSLASHperformance.Earthquake&in&Chile,246
TemporaryArchitecture.theatreSLASHperformance.End&of&the&Line,358
TemporaryArchitecture.theatreSLASHperformance.Hereafter,248
TemporaryArchitecture.theatreSLASHperformance.Homer&on&the&Range,276
TemporaryArchitecture.theatreSLASHperformance.Kissing&Booth,360
TemporaryArchitecture.theatreSLASHperformance.MacBeth,318
TemporaryArchitecture.theatreSLASHperformance.Social&Soup,330
TemporaryArchitecture.theatreSLASHperformance.Stand&Your&Ground,162
TemporaryArchitecture.toilets,
TemporaryArchitecture.toilets.portaloos,58
TemporaryArchitecture.toilets.portaloos&sumner,60
TemporaryArchitectureSLASHevent,
TemporaryArchitectureSLASHevent.Art&Beat,316
TemporaryArchitectureSLASHevent.Buskers&Festival,94
TemporaryArchitectureSLASHevent.Buskers&Festival,94
TemporaryArchitectureSLASHevent.Buskers&Festival,94
TemporaryArchitectureSLASHevent.Gap&Filler&Fun&Fair,160
TemporaryArchitectureSLASHevent.GapFiller_1,154
TemporaryArchitectureSLASHevent.luxcity,50
TemporaryArchitectureSLASHevent.Reentry,184
TemporaryArchitectureSLASHevent.Songs&For&Christchurch,380
TemporaryArchitectureSLASHevent.SVA_TheConcert,234
